,Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS,comments_prep,review_prep,char_counts,word_counts,sent_counts,avg_word_len,avg_sent_len,char_counts_rev,word_counts_rev,sent_counts_rev,avg_word_len_rev,avg_sent_len_rev,anonymous_customer,RATINGS_SENTIMENT
109,Parthasarathy,Scam btw Delivery agent and amazon,Spirit Lime,23-Jun-21,"Please dont buy it in online.. my cover was open , here and there lot of holes in cover and like some one opened my cover and took original product and kept the duplicate product... Why because the quality was very bad after using it",1,dont buy online cover open  lot holes cover like opened cover took original product kept duplicate product quality bad,scam btw delivery agent amazon,233,45,1,4.2,45.0,34,6,1,4.833333333333333,6.0,True,negative
110,Dinoguy,Be careful Defective Volume Drop Issue,Iguana,01-Oct-21,Volume on device drops to zero as soon as plugged into a 3.5 mm head jack. Tested it on multiple phones and laptops same issue confirming product is defective and useless. Shame on Boat for selling a low quality product and fleecing customers,1,volume device drops zero soon plugged 35 mm head jack tested multiple phones laptops issue confirming product defective useless shame boat selling low quality product fleecing customers,careful defective volume drop issue,242,43,3,4.651162790697675,14.333333333333334,38,6,1,5.5,6.0,True,negative
111,Uttam Parmar,Not so good,White,01-Oct-21,it look cheap and not satisfied with this first time i would liketo buy mi or realme earphone behind that am really unsatisfied with this even the 200 rupees local earphone is really duing well compare to this amazon it been 15 days and am.unsatisfied with this,1,look cheap satisfied time liketo buy mi realme earphone unsatisfied 200 rupees local earphone duing compare amazon 15 days amunsatisfied,good,261,47,1,4.574468085106383,47.0,11,3,1,3.0,3.0,True,negative
112,sruthi,worst experience with boat,Blue,31-May-22,"after 15days of usage one of the pod stopped working, worst experience with boat, sound quality also not good, sound is very slow",1,15days usage pod stopped working worst experience boat sound quality good sound slow,worst experience boat,129,23,1,4.6521739130434785,23.0,26,4,1,5.75,4.0,True,negative
113,Adarsh,Basic earphone,Black,01-Oct-21,"Product as expected. Quality is good, but like other boat products, they gave more importance for bass in this piece also. Not very suitable for calling and team meetings. But manageable.",3,product expected quality good like boat products gave importance bass piece also suitable calling team meetings manageable,basic earphone,187,31,4,5.064516129032258,7.75,14,2,1,6.5,2.0,True,neutral
114,Poornesh P H,Poor sound quality,Black,26-Sep-21,"Very poor sound quality, noise cancellation is not up to the mark. Local 50rs earphone and this product is same in sound quality. Not recommended.",1,poor sound quality noise cancellation mark local 50rs earphone product sound quality recommended,poor sound quality,146,25,3,4.88,8.333333333333334,18,3,1,5.333333333333333,3.0,True,negative
115,Parthasarathy,Value for Money,White,08-Jun-22,It was good for the price I have bought.Initially it looked like not sturdy and little not fit for ears.As it gets used the wires are good. And the buds gets some what okay for ears. Over all good.,5,good price boughtinitially looked like sturdy little fit earsas gets wires good buds gets okay ears good,value money,197,39,3,4.076923076923077,13.0,15,3,1,4.333333333333333,3.0,True,positive
116,Ravi Kant Sharma,Bakwas handsfree,Blue,09-Nov-21,"Waste of money, it sound like we used to have nokia sasta wala handsfree. 100 rs quality sound. Don't get fooled.",1,waste money sound like nokia sasta wala handsfree 100 rs quality sound dont fooled,bakwas handsfree,113,21,3,4.428571428571429,7.0,16,2,1,7.5,2.0,True,negative
117,GOUTHAM SANKAR,Bassheads worth the money.,White,27-Aug-21,Good sound quality.Worth the money.Voice is clear for the listener.This is my fifth boat product and whatever I bought was worth every penny spent.,5,good sound qualityworth moneyvoice clear listenerthis fifth boat product bought worth penny spent,bassheads worth money,147,24,1,5.166666666666667,24.0,26,4,1,5.75,4.0,True,positive
118,Sarathi,Trash,Iguana,05-Nov-21,Waited . used this headphones as most headphones gets better with time . Can't believe boat would sell sucha trash Sry but that's what I felt. Buy something better. Fell for the large driver size gimmick.,1,waited  headphones headphones gets better time  cant believe boat sell sucha trash sry thats felt buy better fell large driver size gimmick,trash,204,36,5,4.694444444444445,7.2,5,1,1,5.0,1.0,True,negative
119,Sanket,Good for calls meetings only,Blue,12-Jul-21,"Overall product quality is good, but the volume is not expected as loud.If you are looking for headphones which using for call and meeting purposes then go for it, and if you re a music lover then go for other options, this headphone not that good for listening music.",4,overall product quality good volume expected loudif looking headphones meeting purposes it music lover options headphone good listening music,good calls meetings,268,49,1,4.489795918367347,49.0,28,5,1,4.8,5.0,True,positive
120,Geethu Thomas,Good quality,Iguana,05-Jul-21,The media could not be loaded. Good quality. Nice look. Cool colour. Sound quality is good.,5,media loaded good quality nice look cool colour sound quality good,good quality,91,16,5,4.75,3.2,12,2,1,5.5,2.0,True,positive
121,Kashish Srivastava,Very nice product,Iguana,24-Nov-21,"The media could not be loaded. Good product in this range, sounds good, base is good, colour is awsm and the wire doesn't tangles",5,media loaded good product range sounds good base good colour awsm wire doesnt tangles,nice product,129,24,2,4.416666666666667,12.0,17,3,1,5.0,3.0,True,positive
122,shruti jain,Voice quality as well as mic both are poor,Spirit Lime,15-Sep-21,Sound quality and mic voice both are of poor quality. It comes with 7 days replacement which is also very less. I purchased for someone as his bday gift and opened the product on 12th day.. it was a totally waste and now I can't even replace it,1,sound quality mic voice poor quality comes 7 days replacement less purchased bday gift opened product 12th day totally waste cant replace,voice quality mic poor,244,48,3,4.104166666666667,16.0,42,9,1,3.7777777777777777,9.0,True,negative
123,Naushad Khan,Value for money,Iguana,02-Dec-21,"Earphone is juct loud hardly you will find bass and noice cancellation, but still nothing is better at this price",3,earphone juct loud hardly find bass noice cancellation better price,value money,113,20,1,4.7,20.0,15,3,1,4.333333333333333,3.0,True,neutral
124,Rahul,Build quality is nice. Sound quality could be better.,Black,30-Jun-21,"Received on time and build quality is nice, however should quality is average. Checked with different equalizer settings with Dolby Atoms on in Samsung phone, still Base is extremely low that makes overall music experience very average.",4,received time build quality nice quality average checked different equalizer settings dolby atoms samsung phone base extremely low makes overall music experience average,build quality nice sound quality better,236,37,2,5.405405405405405,18.5,53,9,2,5.0,4.5,True,positive
125,AK,Not worth value,White,14-Sep-21,"No great sound, low bass, Not sturdy, too harsh compared to apple earpods. Instead go with portronics beta headphones.",1,great sound low bass sturdy harsh compared apple earpods instead portronics beta headphones,worth value,118,19,2,5.2631578947368425,9.5,15,3,1,4.333333333333333,3.0,True,negative
126,Rajan,Very Average quality,Black,09-Dec-21,"Only advantage is, it doesn't have inear buds, i find that very uncomfortable. Sound quality is good but the mic is average and the call pick button failed in 3 weeks of use, I'm unable to pick calls using the button. That was very embarrassing.",3,advantage is doesnt inear buds find uncomfortable sound quality good mic average pick button failed 3 weeks use im unable pick calls button embarrassing,average quality,245,45,3,4.466666666666667,15.0,20,3,1,6.0,3.0,True,neutral
127,Viraj Thale,Not a great product but okay kind of you just want them,Iguana,13-Jul-21,They are not good for outdoor Annoyingly keep falling out of ears doesn't fit very well in ears no support to stick well on spot Iching ear all time Does not fit with ear Sound is nit that great but I will give you 3 star I suggest you go for another I won't recommend this one,2,good outdoor annoyingly falling ears doesnt fit ears support stick spot iching ear time fit ear sound nit great 3 star suggest wont recommend,great product okay kind want,277,57,1,3.8771929824561404,57.0,55,12,1,3.6666666666666665,12.0,True,negative
128,Rama Mohan,Waste product,White,04-Feb-22,Sound and bass quality very poor. I don't recommend this product. Cheap China product. If there is an option to give no star then I will give it.,1,sound bass quality poor dont recommend product cheap china product option star it,waste product,145,28,4,4.214285714285714,7.0,13,2,1,6.0,2.0,True,negative
129,Rahul Mashal,"After days, no sound and connection issue",White,08-May-22,"As I am a customer of boat since 6 years, i never had issue with earphone but When I purchased this earphones working fine only but after 10 days, first there is a connection issue and then there is no sound and quality is not good, i recommend to buy, other Boat earphones",1,customer boat 6 years issue earphone purchased earphones working fine 10 days connection issue sound quality good recommend buy boat earphones,days sound connection issue,273,53,1,4.169811320754717,53.0,41,7,1,5.0,7.0,True,negative
130,Vaibhav Kumar,Ear shaped are better than earbuds,White,07-Feb-22,These earphones are really comfortable. Sound quality is great for the price range. I find the ear shaped ones better than earbuds.,5,earphones comfortable sound quality great price range find ear shaped ones better earbuds,ear shaped better earbuds,131,22,3,5.0,7.333333333333333,34,6,1,4.833333333333333,6.0,True,positive
131,"Jatee, Bhubaneswar",Good earphone with less bass,White,10-Feb-22,This earphone is good but the bass is very less. Hence can use it for phone calls or video calls. But not recommended for music. Boat Bassheads 102 is much better than this in terms of sound quality.,3,earphone good bass less use phone calls video calls recommended music boat bassheads 102 better terms sound quality,good earphone bass,199,38,4,4.2631578947368425,9.5,28,5,1,4.8,5.0,True,neutral
132,JEET,Honest review,Spirit Lime,24-Apr-22,"Bass not so good. But, its 13mm driver gives you a superior sound than other brands. I think, no other brand except Boat can provide such a good sound in this price range. Lime green colour is the best. Outlook build quality is very nice...",5,bass good but 13mm driver gives superior sound brands think brand boat provide good sound price range lime green colour best outlook build quality nice,honest review,240,45,5,4.355555555555555,9.0,13,2,1,6.0,2.0,True,positive
133,Shalini S,Good Product,Iguana,21-Oct-21,"Giving this product 95 marks,but the cost stuns me,yup i got it for 499Rs, whereas if had i waited till the Great Indian Sale i would have got for 329Rs. hard luck man",5,giving product 95 marksbut cost stuns meyup got 499rs waited till great indian sale got 329rs hard luck man,good product,167,33,2,4.090909090909091,16.5,12,2,1,5.5,2.0,True,positive
134,Kashif Khan,Excellent Earphone,Spirit Lime,26-Dec-21,Sound quality is really good.. you get to have variety of colours to choose. And they are indeed very attractive.Must for those who don't prefer rubber earbuds.,5,sound quality good variety colours choose attractivemust dont prefer rubber earbuds,excellent earphone,160,27,2,4.962962962962963,13.5,18,2,1,8.5,2.0,True,positive
135,Swarnab Das,Defective Product Received,Iguana,31-Aug-21,"The product is defective. Didn't got any replacement, only refund. But i wanted the fresh piece.",1,product defective didnt got replacement refund wanted fresh piece,defective product received,96,16,3,5.0625,5.333333333333333,26,3,1,8.0,3.0,True,negative
136,Shri Pandey,It's made in china product,Spirit Lime,12-Aug-21,Even though the company is indian I am highly disappointed to see the fact that product still is made in china..,3,company indian highly disappointed fact product china,its china product,112,21,1,4.380952380952381,21.0,26,5,1,4.4,5.0,True,neutral
137,Drupendra Gautam,Cheaper product,White,11-Dec-21,One side stop working from today yesterday was last date to replace this product. Amazon not Checking the quality of any product.I feel We should stop purchasing online now.Otherwise we loss money time and other things as well... this is second time for me.,1,stop working today yesterday date replace product amazon checking quality producti feel stop purchasing online nowotherwise loss money time things well second time me,cheaper product,257,44,2,4.863636363636363,22.0,15,2,1,7.0,2.0,True,negative
138,John Maslamani,Poor After Sales Service Boat,Iguana,01-Oct-21,Received a damaged piece. the call receive button is not working. so navigate thru music list when earphone is on nor receive any calls. its useless now boat is not responding to warranty claim as well. Poor service.,1,received damaged piece receive button working navigate music list earphone receive calls useless boat responding warranty claim well poor service,poor sales service boat,216,38,5,4.7105263157894735,7.6,29,5,1,5.0,5.0,True,negative
139,Amazon Customer,Good choice if you prefer earphone that doesn't go inside ear.,Black,16-Nov-21,Bought specifically cause its not deep in ear design. This does the job. Sound quality is fine.ears don't hurt if use it for more than one hour. Overall happy with le product,5,bought specifically cause deep ear design job sound quality fineears dont hurt use hour overall happy le product,good choice prefer earphone doesnt inside ear,174,32,4,4.46875,8.0,62,11,1,4.7272727272727275,11.0,False,positive
140,Varun Yadav,Valuable,White,09-May-22,Boat is like a family product for me great sound quality and iPhone earphone like look well i love old iPhone earphones and this product is absolutely as same as original iPhone earphones,5,boat like family product great sound quality iphone earphone like look love old iphone earphones product absolutely original iphone earphones,valuable,187,33,1,4.696969696969697,33.0,8,1,1,8.0,1.0,True,positive
141,Abhishek Salokhe,Don't buy this product it's a worst product,Blue,02-Jul-21,"Don't buy this product it's a very very worst product. When I purchased this product it's sound was good still 15 20 days. Then it's sound was no loud, it sound become low. And I have complaint to Boat but it telling it will may take 12 18 days to replace.",1,dont buy product its worst product purchased product its sound good 15 20 days its sound loud sound low complaint boat telling 12 18 days replace,dont buy product its worst product,256,51,4,4.03921568627451,12.75,43,8,1,4.5,8.0,True,negative
142,Tumpa,Waste of money,Spirit Lime,29-Oct-21,Right side of earphone not working after 10 days. And return replacement window is already closed,1,right earphone working 10 days return replacement window closed,waste money,97,16,2,5.125,8.0,14,3,1,4.0,3.0,True,negative
143,Shiva kumar,"Worst peice, don't buy",Iguana,11-Dec-21,"Cable broken near left earbud within just 15 days of purchase, used only 5 6 times for 30 min. Poor quality",2,cable broken near left earbud 15 days purchase 5 6 times 30 min poor quality,worst peice dont buy,107,21,2,4.142857142857143,10.5,22,4,1,4.75,4.0,True,negative
144,Satyendra Rao,Mostly Fake product,White,08-Oct-21,First of all it looked duplicate. Wasn't original. Secondly only one speaker was working. This was a fake product.,1,looked duplicate wasnt original secondly speaker working fake product,fake product,114,19,4,5.052631578947368,4.75,19,3,1,5.666666666666667,3.0,True,negative
145,Ankan laskar,Good porduct from Boat,Spirit Lime,26-Nov-21,Nice bot not so good bcz very hard material in the ear piece and wire is too good. But after use of long time ur ear will pain bcz of hard plastic earpiece and good sound quality but not much bass is a required.Satisfying,5,nice bot good bcz hard material ear piece wire good use long time ur ear pain bcz hard plastic earpiece good sound quality bass requiredsatisfying,good porduct boat,221,44,2,4.045454545454546,22.0,22,4,1,4.75,4.0,True,positive
146,Nahid,Pathetic,White,05-Dec-21,I took it since its brand. but i am very disappointed. Other person cant hear your voice clearly. Very bad. Not recommended,1,took brand disappointed person cant hear voice clearly bad recommended,pathetic,123,22,5,4.636363636363637,4.4,8,1,1,8.0,1.0,True,negative
147,Santanu,Not Upto it's hype.,Black,04-Jul-21,"My 1st Boat Product, bass is OK, sound clarity is bellow average, comes with braided cable.No issues if you are buying for calling, but not good for listening song.Didn't met my expectations.",1,1st boat product bass ok sound clarity bellow average comes braided cableno issues buying calling good listening songdidnt met expectations,upto its hype,191,32,1,5.0,32.0,19,4,1,4.0,4.0,True,negative
148,Navaneeth G,Best one for call purpose,Black,21-Jan-22,"It's been 5 months since I started using this product. It's really good for the call purpose. You can also listen to music obviously D , the output is pretty much clear. Bass quality is ok.Worth the money.",5,its 5 months started product its good purpose listen music obviously d  output pretty clear bass quality okworth money,best purpose,205,38,4,4.421052631578948,9.5,25,5,1,4.2,5.0,True,positive
149,Ravinder vamsy,Very Cheap Quality,White,05-Sep-21,"Very Cheap Quality, Did not expect this from Boat..This Earphone Not Even Worth 100 Rs.",1,cheap quality expect boatthis earphone worth 100 rs,cheap quality,87,15,1,4.866666666666666,15.0,18,3,1,5.333333333333333,3.0,True,negative
150,sahu,Very basic but gets the job done,White,27-Jan-22,"Good built quality. Comfortable to wear. Wire is fabric so does not tangle. For Rs. 349 its great value for money. Only negative is its Made in China, I though all Boat products are now made in India.",5,good built quality comfortable wear wire fabric tangle rs 349 great value money negative china boat products india,basic gets job,200,38,6,4.2894736842105265,6.333333333333333,32,7,1,3.7142857142857144,7.0,True,positive
151,Vishwajit,Average product,Black,29-Jun-21,The media could not be loaded. Average product. Sound quality not good. It's annoying. Its better to buy other in this price. I don't recommend to buy this earphone.,2,media loaded average product sound quality good its annoying better buy price dont recommend buy earphone,average product,165,29,6,4.724137931034483,4.833333333333333,15,2,1,7.0,2.0,True,negative
152,Kr Shubham,Best for the price,White,31-May-22,"I would recommend it for the price point, it is a revolutionary product. Best in the segment.Disclaimer Please don't compare or expect with Bose.",5,recommend price point revolutionary product best segmentdisclaimer dont compare expect bose,best price,145,24,2,5.083333333333333,12.0,18,4,1,3.75,4.0,True,positive
153,bitesh,This is the worst earphones you can ever buy,White,25-Apr-22,This is the worst earphones you can ever buy. Plz don't buy this at any cost. Bhaii yaar aisa hoga ki aap bolte rhoge aur doosre bnde ko aapki awaaz sunaai hi nhi de rhi hogi,1,worst earphones buy plz dont buy cost bhaii yaar aisa hoga ki aap bolte rhoge aur doosre bnde ko aapki awaaz sunaai hi nhi de rhi hogi,worst earphones buy,174,36,3,3.861111111111111,12.0,44,9,1,4.0,9.0,True,negative
154,Rajan,"Horrible microphone, rest is fine",White,25-Sep-21,The microphone does not let me have even a single call in peace. Everyone complains of lot of static noise and disturnace. Going to throw this away.,1,microphone let single peace complains lot static noise disturnace going throw away,horrible microphone rest fine,148,27,3,4.518518518518518,9.0,33,5,1,5.8,5.0,True,negative
155,Suryaa Prattap Singh,I want a refund right now.,Black,03-Apr-22,"Very bad product. I'm reviewing this now because I opened it after 2 months of its arrival. The first few days were ok but now it has become a complete disaster. After connecting the phone to it, the only cancellation mode that get's activated is its full volume, because I can't hear anything.",1,bad product im reviewing opened 2 months arrival days ok complete disaster connecting phone it cancellation mode gets activated volume cant hear anything,want refund right now,294,53,4,4.566037735849057,13.25,26,6,1,3.5,6.0,True,negative
156,Prele,Okay ish,White,13-Apr-22,"Bought it a few days ago, product is okay ish. Donno how to explain it but it feels like the sound goes right over my head. Like it doesn't hit that satisfying feeling. But it's much better than my expectations honestly, considering all the mixed reviews.",4,bought days ago product okay ish donno explain feels like sound goes right head like doesnt hit satisfying feeling its better expectations honestly considering mixed reviews,okay ish,255,46,4,4.565217391304348,11.5,8,2,1,3.5,2.0,True,positive
157,neha n,best in the price range.,Iguana,15-Jul-21,Robust wires and ear pod shaped earbuds.. fits comfortably in the ear... Value for money...,5,robust wires ear pod shaped earbuds fits comfortably ear value money,best price range,91,15,1,5.133333333333334,15.0,24,5,1,4.0,5.0,True,positive
158,nikhil,No bass in this earphone,White,08-Oct-21,"Very bad bass effect, no bass in sound pls make proper earphones boat only built in quality is ok but no bass , so its useless",1,bad bass effect bass sound pls proper earphones boat built quality ok bass  useless,bass earphone,126,26,1,3.8846153846153846,26.0,24,5,1,4.0,5.0,True,negative
159,Hardik Dholakiya,Very poor audio quality. Try to avoid this crap product.,Blue,01-Nov-21,"Very poor audio quality. Try to avoid this crap product. I am big fan of Boat accessories, but this product disappointed me. I just bought with the brand name and mostly for the ergonomic design.",2,poor audio quality try avoid crap product big fan boat accessories product disappointed me bought brand ergonomic design,poor audio quality try avoid crap product,195,35,4,4.6,8.75,56,10,2,4.7,5.0,True,negative
160,Shailesh Hiroli,Amazing product,Black,07-Feb-22,This product is too good. It's very light on ears. I don't feel like I have headphones on my ear. The noise cancellation works amazing. One more good thing is that I don't feel numbness which I use to feel when I was wearing other headphones.,5,product good its light ears dont feel like headphones ear noise cancellation works amazing good thing dont feel numbness use feel wearing headphones,amazing product,242,46,5,4.282608695652174,9.2,15,2,1,7.0,2.0,True,positive
161,Sidharth Pratap,Good quality but hurts the ears,Iguana,25-Nov-21,Advantages Very good quality wireGood sound qualityLightDisadvantages Ear starts hurting in a short while. This can't be used for a long time.,2,advantages good quality wiregood sound qualitylightdisadvantages ear starts hurting short while cant long time,good quality hurts ears,142,22,2,5.5,11.0,31,6,1,4.333333333333333,6.0,True,negative
162,Sunetra Mitra,rd class product quality.. dont buy,Blue,10-May-22,"I bought 5 of these headphones one of each color and each of them lasted at max 2 months. Same problem for all the headphones. After 2 months, 1 side earphone stops working. And these earphones don't come cheap. Overall, utterly dissatisfied. Don't buy them.",1,bought 5 headphones color lasted max 2 months problem headphones 2 months 1 earphone stops working earphones dont come cheap overall utterly dissatisfied dont buy them,rd class product quality dont buy,258,45,6,4.7555555555555555,7.5,35,6,1,5.0,6.0,True,negative
163,D Goutham,Best quality at reasonable price range,White,15-Jan-22,"Very light weight and comfortable earpeice., excellent rugged wire, Sound quality is also good but we can notice some disturbances when volume is very high.",4,light weight comfortable earpeice excellent rugged wire sound quality good notice disturbances volume high,best quality reasonable price range,156,25,1,5.28,25.0,38,6,1,5.5,6.0,True,positive
164,Mazhar khan 89,Average items,Spirit Lime,14-Nov-21,Poor sound quality..Not easy to fix in years..Very hard material earpieces which cause pain in ears,2,poor sound qualitynot easy fix yearsvery hard material earpieces cause pain ears,average items,99,16,1,5.25,16.0,13,2,1,6.0,2.0,True,negative
165,Santhosh,We can use basic purpose and value for money,Blue,20-Feb-22,"Good quality, tough cable is pretty thing and compared to all with mic headset this one is value for money",4,good quality tough cable pretty thing compared mic headset value money,use basic purpose value money,106,20,1,4.35,20.0,44,9,1,4.0,9.0,True,positive
166,Tejender Thakur,Broken or not working in six months,White,10-Apr-22,Initially it worked superbly for given price but in six months one of headset stopped working.,2,initially worked superbly given price months headset stopped working,broken working months,94,16,1,4.9375,16.0,35,7,1,4.142857142857143,7.0,True,negative
167,ANIL  BAGRECHA,Didn't last too long.,Black,23-Mar-22,The ear phones were working fine for just 15 days. Then one of the ear pods just stop completely functioning. Unfortunately it was beyond the return period so money wasted.,2,ear phones working fine 15 days ear pods stop completely functioning unfortunately return period money wasted,didnt long,172,30,3,4.766666666666667,10.0,21,4,1,4.5,4.0,True,negative
168,Balaji Muthumanickam,Total waste,White,24-Aug-21,Trust me. Don't buy this. Go to realme classic bud,1,trust me dont buy this realme classic bud,total waste,50,10,3,4.1,3.3333333333333335,11,2,1,5.0,2.0,True,negative
169,SIDDHARTH,After a month left side is not working,Black,24-May-22,Sound quality is very good very clear and bass is excellent.. Then after a month left side main drive is not working.. Only small drive is working but that's also sounds very low.. Like you hearing song from 1km away.. It's very disappointing.,3,sound quality good clear bass excellent month left main drive working small drive working thats sounds low like hearing song 1km away its disappointing,month left working,243,43,2,4.674418604651163,21.5,38,8,1,3.875,8.0,True,neutral
170,Soumitro,Perfect,Black,26-Dec-21,I just love it. I don't like rubber. This is good and comfortable and sound quality also good. The build quality also good covered by nylon. I am using for more than two weeks.,5,love it dont like rubber good comfortable sound quality good build quality good covered nylon weeks,perfect,176,34,5,4.205882352941177,6.8,7,1,1,7.0,1.0,True,positive
171,Pallavi Meena,Comfortable and Durable,Iguana,21-Oct-21,"Wearing these earphones is really comfortable, your ears doesn't hurt for a good time.The wired cord really makes these earphones durable and they doesn't tangle too much.",5,wearing earphones comfortable ears doesnt hurt good timethe wired cord makes earphones durable doesnt tangle much,comfortable durable,171,27,1,5.37037037037037,27.0,23,3,1,7.0,3.0,True,positive
172,Superman💙,Stopped working within days... Audio is clear but don't expect much from this...,Spirit Lime,01-Aug-21,"No noise cancellation, fell off or usually slipped out of ear easily... Clear audio but not that great base of fit. Stopped working within 20 days of purchase.",3,noise cancellation fell usually slipped ear easily clear audio great base fit stopped working 20 days purchase,stopped working days audio clear dont expect this,159,28,2,4.714285714285714,14.0,80,13,2,5.230769230769231,6.5,True,neutral
173,Rashmi,Worst earphone i ever purchased ... didn't work for even two days,Black,17-Jul-21,It got disconnected again and again sound quality is too lowI returned it but again what i got is worthlessThey provide warranty but do nothing for our support,1,got disconnected sound quality lowi returned got worthlessthey provide warranty support,worst earphone purchased  didnt work days,159,28,1,4.714285714285714,28.0,65,12,1,4.5,12.0,True,negative
174,Aayushi Tanwar,Amazing bass and sound,Iguana,15-Sep-21,Without any second thought go for it... sound quality is very good... wire quality is amazing ... overall very good product...,5,second thought it sound quality good wire quality amazing  overall good product,amazing bass sound,126,21,1,5.0476190476190474,21.0,22,4,1,4.75,4.0,True,positive
175,Lok,Very very light easily breakable,Iguana,15-Sep-21,The headset is very very light in weight you won't even feel it. The audio quality is not good it sounds like a cheap local headset. You need to handle it delicately else it will break,3,headset light weight wont feel it audio quality good sounds like cheap local headset need handle delicately break,light easily breakable,184,36,3,4.138888888888889,12.0,32,5,1,5.6,5.0,True,neutral
176,Karthick KJV,Not worth,Iguana,25-Oct-21,No volume buttons calls attending buttons available.... No bass while hearing songs....,2,volume buttons calls attending buttons available bass hearing songs,worth,87,12,1,6.333333333333333,12.0,9,2,1,4.0,2.0,True,negative
177,PAWAN KANOZIA,Slow sound after a month,Black,15-Jul-21,Noise comes very slow when we wear opposite side sound improvised.,1,noise comes slow wear opposite sound improvised,slow sound month,66,11,1,5.090909090909091,11.0,24,5,1,4.0,5.0,True,negative
178,shivakumar Pardhu,Sound Clarity is not good,White,20-Sep-21,"value of money about this product is not good, because sound clarity is not good when listening music as well as boat is a brand so, how can they released this headset in market, All most all my products are boat brand related, but this product is unsatisfying me. May Boult brand is good more then this.",2,value money product good sound clarity good listening music boat brand so released headset market products boat brand related product unsatisfying me boult brand good this,sound clarity good,304,57,2,4.350877192982456,28.5,25,5,1,4.2,5.0,True,negative
179,Kriti,It stopped working within one week.,White,22-May-22,"It stopped working within one week. However, I am not getting return option or exchange option here.",1,stopped working week however getting return option exchange option here,stopped working week,100,17,2,4.9411764705882355,8.5,35,6,1,5.0,6.0,True,negative
180,SandyCool,Nice build quality with comfort,White,10-Jun-22,"When we catch mic to the mouth then only other person able to hear, one bad things that it rest of all ok",4,catch mic mouth person able hear bad things rest ok,nice build quality comfort,105,23,1,3.608695652173913,23.0,31,5,1,5.4,5.0,True,positive
181,Silver ,Its Faulty .,Iguana,20-Oct-21,The volume button is faulty . As soon as I connect it to my phone the volume goes down automatically . At first I thought it was my phone but the same hapoens with all devices. No way to fix it . Such a waste.,1,volume button faulty  soon connect phone volume goes automatically  thought phone hapoens devices way fix  waste,faulty ,209,45,5,3.6666666666666665,9.0,12,3,1,3.3333333333333335,3.0,True,negative
182,Ravi,Not up to the mark,White,13-Sep-21,"The earphones doesn't fit in properly, in just one day the left part was not working properly. Got a replacement for that one but the newer piece was even worse than older one. Returned it now.",1,earphones doesnt fit properly day left working properly got replacement newer piece worse older one returned now,mark,193,36,3,4.388888888888889,12.0,18,5,1,2.8,5.0,True,negative
183,Arun Kumar,Average,Black,03-Oct-21,Uncomfortable in ear as earplugs are hard to adjust in ear.,1,uncomfortable ear earplugs hard adjust ear,average,59,11,1,4.454545454545454,11.0,7,1,1,7.0,1.0,True,negative
184,Pratik Pawar,Okiesh product,Blue,11-Nov-21,The product is okay ....i got this in offer and had pay only 200. Soo in this price point it's okay and working fine.,4,product okay i got offer pay 200 soo price point its okay working fine,okiesh product,117,24,2,3.9166666666666665,12.0,14,2,1,6.5,2.0,True,positive
185,RAKESH KONTU,Good,White,11-Feb-22,Sound quality good bass not to up to mark noice cancellation very bad quality super,5,sound quality good bass mark noice cancellation bad quality super,good,83,15,1,4.6,15.0,4,1,1,4.0,1.0,True,positive
186,Manjyot Singh Nanra,Perfect for people who find earphones with buds uncomfortable,Blue,08-Jul-21,"For other people like me for whom any earphones with buds is uncomfortable and cant find perfect ones that fit. This is the one, for me it fit so well, and is so comfortable. Cant go wrong with this.",5,people like earphones buds uncomfortable cant find perfect ones fit one fit well comfortable cant wrong this,perfect people find earphones buds uncomfortable,199,39,3,4.128205128205129,13.0,61,9,1,5.888888888888889,9.0,True,positive
187,abhimanyu yadav (Chulbul),Second hand product not brand new seal is broken as well as used,White,23-Sep-21,Used earphoneNot good sound qualityProduct is cheapScrech are thereDon't buy itNoice cancellation is good,1,earphonenot good sound qualityproduct cheapscrech theredont buy itnoice cancellation good,second hand product brand new seal broken,105,14,1,6.571428571428571,14.0,64,13,1,4.0,13.0,True,negative
188,Amazon Customer,Creates sparky noises on its own,White,01-Jun-22,"Skip this one. Whenever it is plugged in, it makes the sparky noises in your ear whether any audio is playing or not.",1,skip one plugged in makes sparky noises ear audio playing not,creates sparky noises,117,23,2,4.130434782608695,11.5,32,6,1,4.5,6.0,False,negative
189,Ravichandra R,Started irritating noise after weeks of use,Blue,17-Nov-21,"Worst, within two weeks, started too much notice, it's irritating. I had another brand earlier, using for more than 3 years, still working good even it fell on hard surface few times.this product is with poor quality",1,worst weeks started notice its irritating brand earlier 3 years working good fell hard surface timesthis product poor quality,started irritating noise weeks use,216,37,2,4.864864864864865,18.5,43,7,1,5.285714285714286,7.0,True,negative
190,PK,Good sound quality,Iguana,23-Sep-21,"It has been 20 days completed. This item looks good. Sound and Noise cancellation are good. Even though I didn't like personally the design on the cable, mike placement and control button, i didn't find any other half ear phones apart from it. But I'm pretty much happy with this product",4,20 days completed item looks good sound noise cancellation good didnt like personally design cable mike placement control button didnt find half ear phones apart it im pretty happy product,good sound quality,287,51,5,4.647058823529412,10.2,18,3,1,5.333333333333333,3.0,True,positive
